method,100,500,1000,5000
Full Fine-Tuning,0.3349483794549464,0.7953545100529233,0.8381199790203493,0.8507318964874797
P-Tuning v2,0.3333333333333333,0.3333333333333333,0.6704471770883949,0.6928362729782291
Prefix Tuning,0.3333333333333333,0.668293801598742,0.7935826003220784,0.8514761230068888
Soft Prompt Tuning,0.4044638423003769,0.4610772038774837,0.5593553918946249,0.6146489699490019
